,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-0.25987227393864276,0.18258384812184855,-0.23872931583204676,-0.15091130150022003,0.43876455075995774,-0.1718345403593788,0.5268375849557425,0.5061578533590996,-0.1415189101218775,0.126925989036971,0.11614814208011084,-0.11806938323669586,-3.852255427915658e-17
1,-0.09294413678913505,-0.08314097137165558,-0.12883520059805437,0.1524615803636709,-0.5376106051266302,-0.544615466594761,0.2946506127407642,-0.09041335920598642,-0.04576065676651262,0.4326097115806664,-0.19017073592401423,0.1963952304461869,3.3232982960274126e-17
2,-0.09525618447612283,0.07808399833623675,0.20409308738394982,0.3066043226295351,0.10840230699844794,-0.06262278043761278,0.009868751364641826,-0.11843931804095503,-0.22723702805263346,0.01384833543482511,0.6977586191874603,0.529788144906171,-9.705939135622189e-17
3,-0.4167715976163757,0.37042327296195326,0.4330582735872373,0.49352930226552705,0.05791576785336955,-0.0035701567508255594,-0.0015981683455728417,0.08250592342727783,0.43636805692793934,0.03863314828615699,-0.1994219176116544,-0.12697215263984865,8.576051341072527e-17
4,-0.06226860850040995,0.08015554121753257,-0.1031881533703605,-0.17095449402059018,0.4521345665231242,-0.6272624002981115,-0.16049000371345096,-0.40572575970479635,0.1773376836593187,-0.2891647512998793,-0.15536665337642014,0.14955451417989504,3.0851892637324318e-16
5,-0.5687027871191764,-0.6379501985737076,-0.3012619320815477,0.17982925031124514,0.18984877524058297,0.24358642823183072,-0.035110610028097344,-0.16206091342489415,0.08742444496339849,0.08506553197646105,-0.05968180358692167,0.0720060900959435,5.347252901364178e-18
6,-0.23906060364627657,0.14409564093806063,-0.20346980488720876,-0.013697871093977586,-0.37933497073432526,0.048901686271703854,0.39549231899464365,-0.30977110104901473,0.06910896182689602,-0.5652754587374883,0.2738055268098561,-0.2873296314952253,-3.858023586163832e-17
7,-0.12287651832204055,-0.17016395884764815,-0.14501722551130575,0.2084451089448319,-0.2116422599907592,-0.3757466894816127,-0.49419245019730523,0.5410977254820151,-0.093048940374056,-0.3241661651574001,0.1581297974436187,-0.17241937598473744,2.5038018064307068e-17
8,-0.16408221532815764,0.20187227857048318,-0.11351611119146263,-0.08518162563282983,-0.11456371766412737,0.1660135704667789,-0.02823920038832836,0.14589431570718772,-0.11169003357390718,-0.22682726828350688,-0.2893973313685003,0.44915336967897435,0.7071067811865478
9,-0.36361678256094254,0.45759105829411206,-0.28167500908377807,-0.2690996537385714,-0.10141249964508736,0.07594124171200567,-0.45395368304470735,-0.195331184965649,-0.10450439937839572,0.4107346467386302,0.18797742925207123,-0.17719595240469782,-4.483626285536214e-16
10,-0.16408221532815764,0.20187227857048318,-0.11351611119146263,-0.08518162563282983,-0.11456371766412743,0.16601357046677906,-0.028239200388328195,0.14589431570718772,-0.11169003357390737,-0.22682726828350783,-0.2893973313685009,0.44915336967897523,-0.707106781186547
11,-0.2155031897161718,-0.03913234600467009,0.3672703291856282,0.07282907087459285,0.0734531972754778,-0.06505598032330812,0.008583356547268606,-0.19271475550349143,-0.7847237006791182,-0.08916696685430317,-0.26923914737884097,-0.26222778232432375,-1.5315042272250937e-16
12,-0.3301543527649652,-0.24675850788813902,0.5416453857027608,-0.6472807377299729,-0.1796384198812808,-0.09188441264081305,0.012270102405995423,0.1315636183226095,0.17786789400047978,-0.0051934497543721855,0.14389729395396988,0.08493306622889665,3.743501310257584e-17
