,0,1,2,3,4,5,6,7,8,9,10,11,12
0,-0.25987227393864226,-0.09294413678913527,-0.09525618447612266,-0.41677159761637494,-0.06226860850040972,-0.5687027871191783,-0.2390606036462764,-0.12287651832204108,-0.16408221532815725,-0.3636167825609417,-0.16408221532815725,-0.21550318971617205,-0.3301543527649662
1,-0.18258384812185005,0.08314097137165533,-0.078083998336237,-0.37042327296195343,-0.08015554121753359,0.6379501985737062,-0.14409564093806188,0.17016395884764793,-0.20187227857048376,-0.45759105829411384,-0.20187227857048376,0.0391323460046703,0.2467585078881392
2,-0.23872931583204599,-0.12883520059805464,0.20409308738394982,0.43305827358723786,-0.10318815337036023,-0.3012619320815492,-0.20346980488720845,-0.14501722551130647,-0.11351611119146217,-0.28167500908377685,-0.11351611119146217,0.3672703291856281,0.5416453857027606
3,0.15091130150022009,-0.152461580363671,-0.30660432262953546,-0.49352930226552727,0.17095449402058957,-0.17982925031124494,0.013697871093977888,-0.2084451089448318,0.08518162563282994,0.26909965373857186,0.08518162563282994,-0.07282907087459323,0.6472807377299725
4,-0.43876455075995796,0.5376106051266294,-0.10840230699844794,-0.05791576785336977,-0.45213456652312467,-0.18984877524058286,0.37933497073432487,0.21164225999075886,0.11456371766412765,0.1014124996450873,0.1145637176641276,-0.07345319727547786,0.17963841988128068
5,-0.1718345403593781,-0.5446154665947618,-0.06262278043761264,-0.0035701567508252263,-0.6272624002981116,0.24358642823183094,0.04890168627170327,-0.37574668948161244,0.16601357046677934,0.07594124171200528,0.1660135704667794,-0.0650559803233078,-0.09188441264081348
6,0.5268375849557377,0.29465061274076454,0.009868751364642672,-0.0015981683455735807,-0.16049000371344727,-0.035110610028095735,0.39549231899464654,-0.4941924501973101,-0.02823920038832961,-0.4539536830447056,-0.02823920038832961,0.008583356547270077,0.01227010240599407
7,-0.5061578533591042,0.09041335920598331,0.1184393180409549,-0.08250592342727785,0.40572575970479685,0.1620609134248946,0.3097711010490115,-0.5410977254820106,-0.1458943157071873,0.19533118496565316,-0.14589431570718736,0.19271475550349143,-0.1315636183226097
8,0.14151891012187773,0.04576065676651299,0.22723702805263404,-0.43636805692793995,-0.17733768365931868,-0.08742444496339866,-0.0691089618268963,0.09304894037405607,0.11169003357390767,0.1045043993783958,0.11169003357390778,0.7847237006791188,-0.1778678940004797
9,-0.1269259890369708,-0.43260971158066663,-0.013848335434824804,-0.03863314828615702,0.28916475129987906,-0.08506553197646105,0.5652754587374889,0.3241661651574005,0.22682726828350638,-0.4107346467386301,0.22682726828350663,0.08916696685430346,0.005193449754372373
10,0.11614814208011111,-0.1901707359240139,0.6977586191874592,-0.19942191761165431,-0.1553666533764205,-0.05968180358692167,0.2738055268098554,0.15812979744361877,-0.28939733136850176,0.18797742925207206,-0.289397331368501,-0.2692391473788405,0.1438972939539696
11,-0.11806938323669601,0.19639523044618631,0.529788144906171,-0.12697215263984862,0.14955451417989538,0.07200609009594347,-0.2873296314952246,-0.17241937598473725,0.4491533696789745,-0.17719595240469815,0.44915336967897496,-0.2622277823243237,0.0849330662288969
12,0.0,-1.3877787807814457e-16,6.283174124182101e-16,-1.5978366662125008e-16,-3.0170500468686104e-18,-4.6029777636984275e-17,1.1514546845539815e-16,9.988968747449022e-17,0.7071067811865476,-4.8560410604294503e-17,-0.7071067811865475,-2.89356172755682e-16,1.1741296331024434e-16
